tweet_id_customer,author_id_customer,text_customer,text_brand,language,primary_intent,is_ambiguous,is_multi_issue,resolution_action,evidence_available,annotator_confidence,annotation_notes,multi_issue_flag,ambiguous_flag,difficulty,Unnamed: 15,priority_score,human_intent,human_is_ambiguous,human_is_multi_issue,human_notes,kmeans_label,broad_cluster,multi_issue,refined_intent,assignment_method
671749,280271,@115850 : Amazon being an international brand are irresponsible for there customers.. I have ordered an product which have been damaged twice and the agents have no sympathy and ampythy,"@280271 I'm sorry to learn about your unpleasant experience with us; this wasn't intended. Allow us to sort this for you by sharing your details here: https://t.co/GIJyeYqKE0; as soon we receive them, we'll check and reach out to you with an update. ^VN",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2618148,119076,".@115817 had one job. Hold 4 packages at their Landover location. All 4 packages are now going to 4 different locations. @AmazonHelp, please assist with the complaint process. You just can?? make this stuff up.","@119076 I'm sorry your packages were sent out instead of held! When you have the time, please reach out to us here: https://t.co/hApLpMlfHN and we can make sure your feedback is sent to the carrier. ^TK",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1379089,441072,@AmazonHelp another day another lost package courtesy of the United States package laziness and lost service. Wish amazon would dump them.,"@441072 I'm sorry you haven't received your package! Have you contacted us? If so, what options were we able to provide? ^TN",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2522389,718377,@AmazonHelp not impressed with the Amazon Delivery service.  Out for delivery on 2 day prime to now let us know  if you don't have it by Friday...Tracking ID TBA544361974000 https://t.co/YXFQRisVI1,"@718377 I'm very sorry about the delay. I'd like for a specialist in my team to investigate this for you. Whenever you have the time, please tell us more here: https://t.co/tjJvVrg0hA We'd be happy to help in any way posible. ^SK",en,Order & Delivery Issues,NO,YES,DELIVERY_INVESTIGATION,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
990922,140221,@AmazonHelp What do u want me to say when I already explained everything?it's been 8 days neither the replacement refund nor reverse pickup happening,@140221 I apologize about that. Please drop in your details here: https://t.co/beaaDm0muc and I will look into this right away. ^SF,en,Returns & Exchanges,NO,YES,REFUND_INFORMATION,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
1511960,470930,@AmazonHelp I still await some concrete action. Guess customer satisfaction is ur last priority.,@470930 Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ (2/2)^HR,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1363818,283339,@115830 Apparently it can now turn up any day between now and next Wednesday. Shall be downloading the game and returning the package to @115830.,"@283339 Terribly sorry, James. Did we miss the expected delivery date in your confirmation e-mail? Please let us know. ^KL",en,Order & Delivery Issues,NO,YES,RETURN_EXCHANGE,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
226697,170116,@AmazonHelp No. I've did sent my packet 8 workdays. Didn't get any confirmation. Just my label for my package,@170116 I'm terribly sorry for the delay with that! Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B for more help. ^TK,en,Other / Human Review,YES,NO,CONTACT_ROUTING,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
651588,274954,"@AmazonHelp Contacting by chat, phone unavailable...","@274954 Please use this link: https://t.co/cQVomR1pWz, it won't require you to initiate a chat or a phone call. ^HA",en,Other / Human Review,YES,NO,CONTACT_ROUTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
348768,199021,@115850 @AmazonHelp Always Say sorry Sir Again not arrive this problem U trust My word And plz Don't buy seller Product etc,@199021 Sorry you had issues with your orders. I'm afraid we do not have a compensation policy but I'll surely pass this feedback. ^HT,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1133538,387092,@AmazonHelp how do I get the e-book of a actual book I bought onto my kindle app?,"@387092 We're here to help! If the book is available in Kindle format, you can find and download it here: https://t.co/9PduE1RuDM. ^AB",en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,STRONG,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1735428,524014,"@AmazonHelp @115850 @115821 
ORDER # 405-1080041-4915538
What shitty Job guys, pathetic https://t.co/tK988ynEBW",@524014 I'm sorry the order is returning. I understand how upsetting it can be. I have shared your feedback with the concerned team. ^HA,en,Other / Human Review,YES,NO,RETURN_EXCHANGE,STRONG,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1353559,159790,@AmazonHelp I followed that link and sent a message on Tuesday that still hasn?? been acknowledged.,@159790 So sorry! Please reach out by phone or chat for immediate help with this! You can reuse the link ^LL provided. ^KJ,en,Other / Human Review,YES,NO,CONTACT_ROUTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
254059,176390,Today I learned that if u order something on @115821 through a 3rd party that they take no responsibility even tho it?? THEIR site...not ok!,"@176390 I'm very sorry for this experience, David. Have you reached out to the seller to see what options they may have? ^DO",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2838469,789960,"Lul. Paket kam gerade an und ich freu mich voll das auszupacken, pl?tzlich rutscht der Inhalt einfach raus, weil es nicht richtig geklebt war. Naja ist alles heile. :D

Passt n?chstes besser auf Jungs und M?dels bei @116316 !","@789960 Oha! Das h?tte auch anders ausgehen k?nnen! :O Aber wir freuen uns, dass alles gut geklappt hat. Du kannst uns ?ber den folgenden Link Verpackungsfeedback geben: https://t.co/dLhbMTHfvK ^SK",de,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1379135,314567,@AmazonHelp @181310 ich versteh's nicht! / I don't understand... https://t.co/3Ru2inFm9m,"@314567 Nur noch ein paar Tage, dann kannst du Folge vier bei uns ansehen. ;) Gru? ^TA",de,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
180490,158442,@117086 quantos emails mais vou precisar enviar para voc?s me responderem sobre meu pagamento de associados?,"@158442 Ol? DaYukie, voc? poderia nos explicar com mais detalhes o que aconteceu sem publicar detalhes da sua conta? ^DA",pt,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1314663,426693,"@115851 @AmazonHelp @115821 I ordered something n i got cheated, lost my invaluable 10 days,  highly disappointed???????????? https://t.co/r94RNy9hHP",@426693 We've responded to your concern here:https://t.co/fJCPMJQbFh ^EM,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
909541,336038,@AmazonHelp But we got cod before now we can't Order with cod,@336038 carry an option for COD kindly opt for any other available mode of payment at checkout. 3/3 ^AB,en,Other / Human Review,YES,NO,PAYMENT_BILLING,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2677381,753509,@AmazonHelp La historia de Genji. Es el Quijote japon?s :),@753509 Tendremos que buscarla. ?Qu? es lo que m?s te gusta de la historia? Cu?ntanos aqu?: https://t.co/3VbbUbYsSx ??. ^LG,ca,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
954982,346583,@AmazonHelp 24 hours later parcel damaged and one product squashed it's arrived. Not what you expect from Prime.,"@346583 We'd like to look into this with you in real-time, Melissa. Please reach out to us here: https://t.co/JzP7hlA23B ^CN",en,Order & Delivery Issues,NO,YES,DELIVERY_INVESTIGATION,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
2662767,750435,"@115850 @AmazonHelp @115821 @115850 tried contacting the seller and he is not responding, i had purchased this from you guys and you guys provide the solution.","@750435 I'm sorry, post the return window we'd not be able accept any returns. Hence, kindly reach out to the manufacturer and they'll assist you accordingly. For any further concerns, you can write to us here: https://t.co/vlvfJr4nN9 ^EM",en,Other / Human Review,YES,NO,RETURN_EXCHANGE,STRONG,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide.,NO,YES,Ambiguous,,3.0,,,,,,,,,
35907,123814,@AmazonHelp How long would be this 12 hours wait #AmazonIndia? Is already 14 hours from your last tweet... Or clocks working differently at your end,@123814 I'm sorry for the stretch. We're working on the issue and will reach out to you end of the day today. ^AP,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1270161,417389,@AmazonHelp You've taken ?79 from my account and I'm not even an Amazon Prime member...,"@417389 I'm sorry for the unforeseen charge. To confirm, are you seeing a Prime membership here: https://t.co/CNlMjvzQ2k? ^CO",en,Prime & Membership,NO,YES,PAYMENT_BILLING,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
1573001,484871,"@AmazonHelp Confirmation states Sunday, but  app said Saturday when I ordered.",@484871 I'm sorry! The date in the confirmation email is the most accurate estimate for delivery. Let us know that it arrives! ^AH,en,Order & Delivery Issues,NO,YES,TRACKING_STATUS,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
1498531,467173,@AmazonHelp @115850 what to do next,@467173 I?? like to help you; please fill this form: https://t.co/beaaDm0muc and I??l contact you soon. ^JS,en,Other / Human Review,YES,NO,CONTACT_ROUTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
646687,273587,"@AmazonHelp hello, my package that was supposed to be delivered Saturday looks like it never made it out of the warehouse, when I request a refund on the website I get an email saying a refund cannot be processed.",@273587 We'd like to help look into this order for you. Please reach out to us by phone at this link here: https://t.co/hApLpMlfHN ^VS,en,Order & Delivery Issues,NO,YES,REFUND_INFORMATION,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
1198528,401606,I DONT EVEN HAVE AN @115821 PRIME ACCOUNT AND THEY CHARGED ME $107 jfkshaifkak so pissed off right now ??????,"@401606 I'm sorry for the unexpected charge! You can view and cancel your Prime membership, here: https://t.co/SIHlRjry4g ^EB",en,Prime & Membership,NO,YES,PAYMENT_BILLING,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
268670,180051,@115850 Please bring some discounts in Counter Strike Global Offensive PC game. It's price is the same as that of steam market. Please.,@180051 That's an amazing choice of game. We'll surely forward your preference as feedback internally. ^SQ,en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1175594,142382,Where can I watch Outlander? @116618 @131996  @116602 @396538 @396539,@142382 You can find all 3 seasons here: https://t.co/s5ow33ZSAR ^AF,en,Other / Human Review,YES,NO,OTHER,STRONG,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide.,NO,YES,Ambiguous,,3.0,,,,,,,,,
138136,147116,"@AmazonHelp Talked to the bank they said everything was approved on their end. They released the money back to my account, so I called customer care to make sure everything was ok before I attempted payment again and was met with much confusion and left very frustrated. Part 2...",@147116 Very sorry to hear that. Have we been able to ensure the gifts have processed for you? Have we confirmed the payment has gone through ? We certainly would like to help if possible. ^CR,en,Refunds & Financials,NO,YES,REFUND_INFORMATION,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
1050400,368238,"@AmazonHelp App and yes, I?? worried that if I leave it any longer, I won?? be able to cancel.",@368238 Try uninstalling and reinstalling your app. Are you able to cancel through your mobile web browser? ^AC,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1279736,292309,"@115850 Shit together.
The #hue product line is extremely #confusing and I have no idea how they let something like this slide.
Make it simple guys!","@292309 Sorry for the disappointment. Could you please confirm, if you've placed the order with https://t.co/z51k9Hab9L ? ^SV",en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2286000,664282,"@116316 Using Hermes to deliver prime products bought on a Friday is very stupid. Hermes does not delivered during weekends, or don't sell the product as prime #fail","@664282 They usually deliver on weekends, too. It may depend on your delivery address. If you need help, our customer service can check this: https://t.co/xIcdaedBRk Best regards ^MH",en,Order & Delivery Issues,NO,YES,PRIME_SUPPORT,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
2524352,718846,Amazon isn?? recognizing my new street name... What should I do... @AmazonHelp,@718846 I'm sorry for the trouble with your address! What's the error message you're getting? ^HS,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2570434,728981,@AmazonHelp I ordered a moisturizing lotion worth 2200 rs but received a toner instead. I would like to receive what I ordered,@728981 I?? sorry about this experience. Please report this to our team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,en,Other / Human Review,YES,NO,DELIVERY_INVESTIGATION,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1165335,394105,@AmazonHelp Any plans to remove restrictions soon for this title? Other options to view?,@394105 I'm sorry but there's no update about the removal of restrictions as of now. ^PJ,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
837494,319313,"@AmazonHelp Luckily they were just cables so yea! Just poor service all around, ""Prime"" shipping took 4 days instead of 1 as usual.",@319313 I'm really sorry! ^AT,en,Other / Human Review,YES,NO,PRIME_SUPPORT,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
225260,169810,Selected evening express #primemember package due to arrive 2nd Oct hasn't arrived yet. Customer care has no answer @116316 #amazonprime https://t.co/gaSb519I96,@169810 Please get in touch with our customer service: https://t.co/YuPK6dhEDG My colleagues will check your delivery. ^AV,en,Order & Delivery Issues,NO,YES,PRIME_SUPPORT,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
